codi,LST_zone,SOS,POS,EOS,GSL
0049095AR,1,69.22461230615308,198.60430215107553,353.52676338169084,284.3021510755378
0049123AR,1,53.86193096548274,205.26763381690844,325.2076038019009,271.3456728364182
0049124AR,1,68.11405702851425,157.69884942471234,364.81740870435215,296.7033516758379
0049137AR,1,66.26313156578288,119.93996998499249,370.0,303.7368684342171
0049140AR,1,74.59229614807403,145.48274137068535,367.4087043521761,292.81640820410206
0049151AR,1,79.58979489744871,178.61430715357676,370.0,290.4102051025513
0054131AR,4,71.26063031515757,139.7448724362181,325.5777888944472,254.31715857928964
0054163AR,4,73.11155577788894,123.27163581790894,327.79889944972484,254.6873436718359
0054249AR,4,76.25812906453226,126.048024012006,338.7193596798399,262.4612306153076
0054758AR,4,74.40720360180089,136.41320660330166,305.95797898949473,231.55077538769385
0059727AR,1,62.376188094047016,117.34867433716857,369.0745372686343,306.6983491745873
0059846AR,1,52.38119059529764,118.27413706853426,360.56028014007,308.17908954477235
0060071AR,1,52.196098049024506,144.00200100050023,310.9554777388694,258.7593796898449
0060158AR,1,49.23461730865433,123.27163581790894,313.17658829414705,263.94197098549273
0060756AR,4,74.40720360180089,132.52626313156577,348.8994497248624,274.4922461230615
0060766AR,4,67.74387193596799,97.54377188594297,370.0,302.256128064032
