codi,LST_zone,SOS,POS,EOS,GSL
0020606AR,1,69.59479739869934,105.68784392196098,296.3331665832916,226.73836918459224
0020614AR,1,64.59729864932466,120.86543271635817,262.46123061530767,197.863931965983
0020615AR,1,69.96498249124562,183.42671335667833,290.9654827413707,221.00050025012507
0020622AR,1,71.07553776888443,111.61080540270135,310.0300150075037,238.9544772386193
0020630AR,1,66.07803901950975,118.08904452226112,280.600300150075,214.52226113056525
0020631AR,1,69.03951975987994,106.98349174587293,257.2786393196598,188.23911955977988
0020637AR,1,69.03951975987994,121.42071035517758,260.42521260630315,191.3856928464232
0020657AR,1,63.3016508254127,117.34867433716857,368.5192596298149,305.2176088044022
0020658AR,1,16.843421710855427,130.120060030015,370.0,353.1565782891446
0020659AR,1,56.82341170585292,132.1560780390195,339.8299149574787,283.00650325162576
0020661AR,1,71.26063031515757,105.3176588294147,266.3481740870435,195.08754377188592
0020666AR,1,67.37368684342171,124.56728364182091,266.9034517258629,199.5297648824412
0020667AR,1,72.55627813906953,112.53626813406702,286.5232616308154,213.96698349174585
0020669AR,1,63.11655827913957,94.02701350675336,333.35167583791895,270.2351175587794
0020681AR,1,69.96498249124562,112.90645322661331,340.01500750375186,270.05002501250624
0020698AR,1,69.96498249124562,133.45172586293145,245.80290145072533,175.8379189594797
0020700AR,1,65.15257628814408,102.54127063531766,288.744372186093,223.59179589794894
0020716AR,1,66.44822411205602,154.18209104552275,229.14457228614305,162.696348174087
0020718AR,1,67.00350175087543,100.87543771885942,288.5592796398199,221.55577788894448
0020727AR,1,0.0,210.82041020510255,291.5207603801901,291.5207603801901
0020733AR,1,57.74887443721861,134.37718859429714,349.2696348174087,291.5207603801901
0020751AR,1,52.011005502751374,142.15107553776886,263.94197098549273,211.93096548274136
0020755AR,1,70.52026013006503,114.75737868934466,268.19909954977487,197.67883941970985
0020756AR,1,69.4097048524262,170.47023511755876,308.3641820910455,238.9544772386193
0020758AR,1,75.88794397198599,127.71385692846422,297.62881440720355,221.74087043521757
0020762AR,1,74.59229614807403,114.20210105052526,261.3506753376688,186.7583791895948
0020798AR,1,58.85942971485742,117.53376688344173,266.3481740870435,207.4887443721861
0020799AR,1,59.969984992496244,121.05052526263131,270.05002501250624,210.08004002001
0020813AR,1,64.59729864932466,139.18959479739868,287.81890945472736,223.2216108054027
0020826AR,1,71.81590795397699,150.48024012006002,318.91445722861425,247.09854927463726
0020836AR,1,0.0,266.53326663331666,310.7703851925963,310.7703851925963
0020841AR,1,64.04202101050525,124.75237618809403,250.06003001500747,186.01800900450223
0020846AR,1,21.100550275137564,126.23311655827914,299.8499249624812,278.7493746873437
0020847AR,1,68.8544272136068,110.50025012506252,266.9034517258629,198.0490245122561
0020863AR,1,66.07803901950975,114.75737868934466,278.5642821410705,212.4862431215608
0020877AR,1,66.26313156578288,119.19959979989993,272.0860430215107,205.82291145572782
0020889AR,1,1.665832916458229,226.36818409204602,262.46123061530767,260.79539769884946
0020894AR,1,53.1215607803902,130.49024512256128,316.13806903451723,263.016508254127
0020895AR,1,62.376188094047016,112.16608304152075,348.1590795397699,285.7828914457229
0020906AR,1,65.3376688344172,116.05302651325661,286.89344672336165,221.55577788894445
0020911AR,1,62.191095547773884,127.52876438219108,315.0275137568784,252.83641820910452
0020914AR,1,67.74387193596799,113.64682341170584,293.7418709354677,225.9979989994997
0020937AR,1,70.8904452226113,130.86043021510756,235.9929964982491,165.1025512756378
0020939AR,1,70.8904452226113,98.2841420710355,370.0,299.10955477738867
0020954AR,1,72.9264632316158,110.68534267133566,284.4872436218109,211.56078039019508
0020972AR,1,70.70535267633817,101.98599299649824,338.34917458729365,267.64382191095547
0020995AR,1,68.48424212106053,113.83191595797899,309.104552276138,240.62031015507748
0020996AR,1,67.37368684342171,110.50025012506252,271.3456728364182,203.9719859929965
0020997AR,1,70.52026013006503,115.31265632816408,257.4637318659329,186.9434717358679
0021020AR,1,60.155077538769376,125.12256128064031,275.4177088544272,215.2626313156578
0021026AR,1,65.89294647323662,140.48524262131065,353.15657828914453,287.2636318159079
0021027AR,1,74.9624812406203,126.6033016508254,363.15157578789393,288.1890945472736
0021033AR,1,82.18109054527262,130.86043021510756,370.0,287.81890945472736
0021036AR,1,3.516758379189594,120.86543271635817,306.14307153576783,302.62631315657825
0021052AR,1,71.26063031515757,186.94347173586794,302.8114057028514,231.55077538769382
0021058AR,1,66.81840920460229,127.89894947473735,285.96798399199594,219.14957478739365
0021079AR,1,70.33516758379189,108.27913956978489,256.9084542271135,186.57328664332164
0021080AR,1,71.44572286143071,158.62431215607802,321.320660330165,249.87493746873432
0021081AR,1,68.8544272136068,112.35117558779389,276.15807903951975,207.30365182591294
0021082AR,1,62.561280640320156,127.71385692846422,243.951975987994,181.39069534767384
0021101AR,1,58.489244622311155,134.74737368684342,236.3631815907954,177.87393696848423
0021104AR,1,65.15257628814408,119.56978489244622,258.0190095047524,192.8664332166083
0021107AR,1,62.561280640320156,124.19709854927464,255.7978989494747,193.23661830915455
0021108AR,1,68.48424212106053,120.12506253126561,269.8649324662331,201.38069034517255
0021113AR,1,70.33516758379189,232.66133066533263,329.83491745872936,259.4997498749375
0021128AR,1,67.74387193596799,123.08654327163582,283.00650325162576,215.26263131565776
